r,c,o,a,count
3,10,0,0,1
3,10,0,1,0
3,10,0,2,0
3,10,0,3,0
3,10,0,4,0
3,10,0,5,0
3,10,0,6,0
3,10,0,7,0
3,10,0,8,0
3,10,0,9,0
3,10,0,10,0
3,10,0,11,0
3,10,0,12,0
3,10,0,13,0
3,10,0,14,0
3,10,0,15,0
3,10,0,16,0
3,10,0,17,0
3,10,0,18,0
3,10,0,19,0
3,10,0,20,0
3,10,0,21,0
3,10,0,22,0
3,10,0,23,0
3,10,0,24,0
3,10,0,25,0
3,10,0,26,0
3,10,0,27,0
3,10,0,28,0
3,10,0,29,0
3,10,0,30,0
3,10,0,31,0
3,10,0,32,0
3,10,0,33,0
3,10,0,34,0
3,10,0,35,0
3,10,0,36,0
3,10,0,37,0
3,10,0,38,0
3,10,0,39,0
3,10,0,40,0
3,10,0,41,0
3,10,0,42,0
3,10,0,43,0
3,10,0,44,0
3,10,0,45,0
3,10,0,46,0
3,10,0,47,0
3,10,1,0,30
3,10,1,1,0
3,10,1,2,0
3,10,1,3,0
3,10,1,4,0
3,10,1,5,0
3,10,1,6,0
3,10,1,7,0
3,10,1,8,0
3,10,1,9,0
3,10,1,10,0
3,10,1,11,0
3,10,1,12,0
3,10,1,13,0
3,10,1,14,0
3,10,1,15,0
3,10,1,16,0
3,10,1,17,0
3,10,1,18,0
3,10,1,19,0
3,10,1,20,0
3,10,1,21,0
3,10,1,22,0
3,10,1,23,0
3,10,1,24,0
3,10,1,25,0
3,10,1,26,0
3,10,1,27,0
3,10,1,28,0
3,10,1,29,0
3,10,1,30,0
3,10,1,31,0
3,10,1,32,0
3,10,1,33,0
3,10,1,34,0
3,10,1,35,0
3,10,1,36,0
3,10,1,37,0
3,10,1,38,0
3,10,1,39,0
3,10,1,40,0
3,10,1,41,0
3,10,1,42,0
3,10,1,43,0
3,10,1,44,0
3,10,1,45,0
3,10,1,46,0
3,10,1,47,0
3,10,2,0,388
3,10,2,1,47
3,10,2,2,0
3,10,2,3,0
3,10,2,4,0
3,10,2,5,0
3,10,2,6,0
3,10,2,7,0
3,10,2,8,0
3,10,2,9,0
3,10,2,10,0
3,10,2,11,0
3,10,2,12,0
3,10,2,13,0
3,10,2,14,0
3,10,2,15,0
3,10,2,16,0
3,10,2,17,0
3,10,2,18,0
3,10,2,19,0
3,10,2,20,0
3,10,2,21,0
3,10,2,22,0
3,10,2,23,0
3,10,2,24,0
3,10,2,25,0
3,10,2,26,0
3,10,2,27,0
3,10,2,28,0
3,10,2,29,0
3,10,2,30,0
3,10,2,31,0
3,10,2,32,0
3,10,2,33,0
3,10,2,34,0
3,10,2,35,0
3,10,2,36,0
3,10,2,37,0
3,10,2,38,0
3,10,2,39,0
3,10,2,40,0
3,10,2,41,0
3,10,2,42,0
3,10,2,43,0
3,10,2,44,0
3,10,2,45,0
3,10,2,46,0
3,10,2,47,0
3,10,3,0,2850
3,10,3,1,1104
3,10,3,2,106
