r,c,o,a,count
3,12,0,0,1
3,12,0,1,0
3,12,0,2,0
3,12,0,3,0
3,12,0,4,0
3,12,0,5,0
3,12,0,6,0
3,12,0,7,0
3,12,0,8,0
3,12,0,9,0
3,12,0,10,0
3,12,0,11,0
3,12,0,12,0
3,12,0,13,0
3,12,0,14,0
3,12,0,15,0
3,12,0,16,0
3,12,0,17,0
3,12,0,18,0
3,12,0,19,0
3,12,0,20,0
3,12,0,21,0
3,12,0,22,0
3,12,0,23,0
3,12,0,24,0
3,12,0,25,0
3,12,0,26,0
3,12,0,27,0
3,12,0,28,0
3,12,0,29,0
3,12,0,30,0
3,12,0,31,0
3,12,0,32,0
3,12,0,33,0
3,12,0,34,0
3,12,0,35,0
3,12,0,36,0
3,12,0,37,0
3,12,0,38,0
3,12,0,39,0
3,12,0,40,0
3,12,0,41,0
3,12,0,42,0
3,12,0,43,0
3,12,0,44,0
3,12,0,45,0
3,12,0,46,0
3,12,0,47,0
3,12,0,48,0
3,12,0,49,0
3,12,0,50,0
3,12,0,51,0
3,12,0,52,0
3,12,0,53,0
3,12,0,54,0
3,12,0,55,0
3,12,0,56,0
3,12,0,57,0
3,12,1,0,36
3,12,1,1,0
3,12,1,2,0
3,12,1,3,0
3,12,1,4,0
3,12,1,5,0
3,12,1,6,0
3,12,1,7,0
3,12,1,8,0
3,12,1,9,0
3,12,1,10,0
3,12,1,11,0
3,12,1,12,0
3,12,1,13,0
3,12,1,14,0
3,12,1,15,0
3,12,1,16,0
3,12,1,17,0
3,12,1,18,0
3,12,1,19,0
3,12,1,20,0
3,12,1,21,0
3,12,1,22,0
3,12,1,23,0
3,12,1,24,0
3,12,1,25,0
3,12,1,26,0
3,12,1,27,0
3,12,1,28,0
3,12,1,29,0
3,12,1,30,0
3,12,1,31,0
3,12,1,32,0
3,12,1,33,0
3,12,1,34,0
3,12,1,35,0
3,12,1,36,0
3,12,1,37,0
3,12,1,38,0
3,12,1,39,0
3,12,1,40,0
3,12,1,41,0
3,12,1,42,0
3,12,1,43,0
3,12,1,44,0
3,12,1,45,0
3,12,1,46,0
3,12,1,47,0
3,12,1,48,0
3,12,1,49,0
3,12,1,50,0
3,12,1,51,0
3,12,1,52,0
3,12,1,53,0
3,12,1,54,0
3,12,1,55,0
3,12,1,56,0
3,12,1,57,0
3,12,2,0,573
3,12,2,1,57
3,12,2,2,0
3,12,2,3,0
3,12,2,4,0
3,12,2,5,0
3,12,2,6,0
3,12,2,7,0
3,12,2,8,0
3,12,2,9,0
3,12,2,10,0
3,12,2,11,0
3,12,2,12,0
3,12,2,13,0
3,12,2,14,0
3,12,2,15,0
3,12,2,16,0
3,12,2,17,0
3,12,2,18,0
3,12,2,19,0
3,12,2,20,0
3,12,2,21,0
3,12,2,22,0
3,12,2,23,0
3,12,2,24,0
3,12,2,25,0
3,12,2,26,0
3,12,2,27,0
3,12,2,28,0
3,12,2,29,0
3,12,2,30,0
3,12,2,31,0
3,12,2,32,0
3,12,2,33,0
3,12,2,34,0
3,12,2,35,0
3,12,2,36,0
3,12,2,37,0
3,12,2,38,0
3,12,2,39,0
3,12,2,40,0
3,12,2,41,0
3,12,2,42,0
3,12,2,43,0
3,12,2,44,0
3,12,2,45,0
3,12,2,46,0
3,12,2,47,0
3,12,2,48,0
3,12,2,49,0
3,12,2,50,0
3,12,2,51,0
3,12,2,52,0
3,12,2,53,0
3,12,2,54,0
3,12,2,55,0
3,12,2,56,0
3,12,2,57,0
3,12,3,0,5332
3,12,3,1,1678
3,12,3,2,130
3,12,3,3,0
3,12,3,4,0
3,12,3,5,0
3,12,3,6,0
3,12,3,7,0
3,12,3,8,0
3,12,3,9,0
3,12,3,10,0
3,12,3,11,0
3,12,3,12,0
3,12,3,13,0
3,12,3,14,0
3,12,3,15,0
3,12,3,16,0
3,12,3,17,0
3,12,3,18,0
3,12,3,19,0
3,12,3,20,0
3,12,3,21,0
3,12,3,22,0
3,12,3,23,0
3,12,3,24,0
3,12,3,25,0
3,12,3,26,0
3,12,3,27,0
3,12,3,28,0
3,12,3,29,0
3,12,3,30,0
3,12,3,31,0
3,12,3,32,0
3,12,3,33,0
3,12,3,34,0
3,12,3,35,0
3,12,3,36,0
3,12,3,37,0
3,12,3,38,0
3,12,3,39,0
3,12,3,40,0
3,12,3,41,0
3,12,3,42,0
3,12,3,43,0
3,12,3,44,0
3,12,3,45,0
3,12,3,46,0
3,12,3,47,0
3,12,3,48,0
3,12,3,49,0
3,12,3,50,0
3,12,3,51,0
3,12,3,52,0
3,12,3,53,0
3,12,3,54,0
3,12,3,55,0
3,12,3,56,0
3,12,3,57,0
3,12,4,0,32343
3,12,4,1,21466
3,12,4,2,4799
3,12,4,3,275
3,12,4,4,22
3,12,4,5,0
3,12,4,6,0
3,12,4,7,0
3,12,4,8,0
3,12,4,9,0
3,12,4,10,0
3,12,4,11,0
3,12,4,12,0
3,12,4,13,0
3,12,4,14,0
3,12,4,15,0
3,12,4,16,0
3,12,4,17,0
3,12,4,18,0
3,12,4,19,0
3,12,4,20,0
3,12,4,21,0
3,12,4,22,0
3,12,4,23,0
3,12,4,24,0
3,12,4,25,0
3,12,4,26,0
3,12,4,27,0
3,12,4,28,0
3,12,4,29,0
3,12,4,30,0
3,12,4,31,0
3,12,4,32,0
3,12,4,33,0
3,12,4,34,0
3,12,4,35,0
3,12,4,36,0
3,12,4,37,0
3,12,4,38,0
3,12,4,39,0
3,12,4,40,0
3,12,4,41,0
3,12,4,42,0
3,12,4,43,0
3,12,4,44,0
3,12,4,45,0
3,12,4,46,0
3,12,4,47,0
3,12,4,48,0
3,12,4,49,0
3,12,4,50,0
3,12,4,51,0
3,12,4,52,0
3,12,4,53,0
3,12,4,54,0
3,12,4,55,0
3,12,4,56,0
3,12,4,57,0
3,12,5,0,135106
3,12,5,1,157530
3,12,5,2,70890
3,12,5,3,12210
3,12,5,4,1132
3,12,5,5,124
3,12,5,6,0
3,12,5,7,0
3,12,5,8,0
3,12,5,9,0
3,12,5,10,0
3,12,5,11,0
3,12,5,12,0
3,12,5,13,0
3,12,5,14,0
3,12,5,15,0
3,12,5,16,0
3,12,5,17,0
3,12,5,18,0
3,12,5,19,0
3,12,5,20,0
3,12,5,21,0
3,12,5,22,0
3,12,5,23,0
3,12,5,24,0
3,12,5,25,0
3,12,5,26,0
3,12,5,27,0
3,12,5,28,0
3,12,5,29,0
3,12,5,30,0
3,12,5,31,0
3,12,5,32,0
3,12,5,33,0
3,12,5,34,0
3,12,5,35,0
3,12,5,36,0
3,12,5,37,0
3,12,5,38,0
3,12,5,39,0
3,12,5,40,0
3,12,5,41,0
3,12,5,42,0
