r,c,o,a,count
5,10,0,0,1
5,10,0,1,0
5,10,0,2,0
5,10,0,3,0
5,10,0,4,0
5,10,0,5,0
5,10,0,6,0
5,10,0,7,0
5,10,0,8,0
5,10,0,9,0
5,10,0,10,0
5,10,0,11,0
5,10,0,12,0
5,10,0,13,0
5,10,0,14,0
5,10,0,15,0
5,10,0,16,0
5,10,0,17,0
5,10,0,18,0
5,10,0,19,0
5,10,0,20,0
5,10,0,21,0
5,10,0,22,0
5,10,0,23,0
5,10,0,24,0
5,10,0,25,0
5,10,0,26,0
5,10,0,27,0
5,10,0,28,0
5,10,0,29,0
5,10,0,30,0
5,10,0,31,0
5,10,0,32,0
5,10,0,33,0
5,10,0,34,0
5,10,0,35,0
5,10,0,36,0
5,10,0,37,0
5,10,0,38,0
5,10,0,39,0
5,10,0,40,0
5,10,0,41,0
5,10,0,42,0
5,10,0,43,0
5,10,0,44,0
5,10,0,45,0
5,10,0,46,0
5,10,0,47,0
5,10,0,48,0
5,10,0,49,0
5,10,0,50,0
5,10,0,51,0
5,10,0,52,0
5,10,0,53,0
5,10,0,54,0
5,10,0,55,0
5,10,0,56,0
5,10,0,57,0
5,10,0,58,0
5,10,0,59,0
5,10,0,60,0
5,10,0,61,0
5,10,0,62,0
5,10,0,63,0
5,10,0,64,0
5,10,0,65,0
5,10,0,66,0
5,10,0,67,0
5,10,0,68,0
5,10,0,69,0
5,10,0,70,0
5,10,0,71,0
5,10,0,72,0
5,10,0,73,0
5,10,0,74,0
5,10,0,75,0
5,10,0,76,0
5,10,0,77,0
5,10,0,78,0
5,10,0,79,0
5,10,0,80,0
5,10,0,81,0
5,10,0,82,0
5,10,0,83,0
5,10,0,84,0
5,10,0,85,0
5,10,1,0,50
5,10,1,1,0
5,10,1,2,0
5,10,1,3,0
5,10,1,4,0
5,10,1,5,0
5,10,1,6,0
5,10,1,7,0
5,10,1,8,0
5,10,1,9,0
5,10,1,10,0
5,10,1,11,0
5,10,1,12,0
5,10,1,13,0
5,10,1,14,0
5,10,1,15,0
5,10,1,16,0
5,10,1,17,0
5,10,1,18,0
5,10,1,19,0
5,10,1,20,0
5,10,1,21,0
5,10,1,22,0
5,10,1,23,0
5,10,1,24,0
5,10,1,25,0
5,10,1,26,0
5,10,1,27,0
5,10,1,28,0
5,10,1,29,0
5,10,1,30,0
5,10,1,31,0
5,10,1,32,0
5,10,1,33,0
5,10,1,34,0
5,10,1,35,0
5,10,1,36,0
5,10,1,37,0
5,10,1,38,0
5,10,1,39,0
5,10,1,40,0
5,10,1,41,0
5,10,1,42,0
5,10,1,43,0
5,10,1,44,0
5,10,1,45,0
5,10,1,46,0
5,10,1,47,0
5,10,1,48,0
5,10,1,49,0
5,10,1,50,0
5,10,1,51,0
5,10,1,52,0
5,10,1,53,0
5,10,1,54,0
