r,c,o,a,count
3,17,0,0,1
3,17,0,1,0
3,17,0,2,0
3,17,0,3,0
3,17,0,4,0
3,17,0,5,0
3,17,0,6,0
3,17,0,7,0
3,17,0,8,0
3,17,0,9,0
3,17,0,10,0
3,17,0,11,0
3,17,0,12,0
3,17,0,13,0
3,17,0,14,0
3,17,0,15,0
3,17,0,16,0
3,17,0,17,0
3,17,0,18,0
3,17,0,19,0
3,17,0,20,0
3,17,0,21,0
3,17,0,22,0
3,17,0,23,0
3,17,0,24,0
3,17,0,25,0
3,17,0,26,0
3,17,0,27,0
3,17,0,28,0
3,17,0,29,0
3,17,0,30,0
3,17,0,31,0
3,17,0,32,0
3,17,0,33,0
3,17,0,34,0
3,17,0,35,0
3,17,0,36,0
3,17,0,37,0
3,17,0,38,0
3,17,0,39,0
3,17,0,40,0
3,17,0,41,0
3,17,0,42,0
3,17,0,43,0
3,17,0,44,0
3,17,0,45,0
3,17,0,46,0
3,17,0,47,0
3,17,0,48,0
3,17,0,49,0
3,17,0,50,0
3,17,0,51,0
3,17,0,52,0
3,17,0,53,0
3,17,0,54,0
3,17,0,55,0
3,17,0,56,0
3,17,0,57,0
3,17,0,58,0
3,17,0,59,0
3,17,0,60,0
3,17,0,61,0
3,17,0,62,0
3,17,0,63,0
3,17,0,64,0
3,17,0,65,0
3,17,0,66,0
3,17,0,67,0
3,17,0,68,0
3,17,0,69,0
3,17,0,70,0
3,17,0,71,0
3,17,0,72,0
3,17,0,73,0
3,17,0,74,0
3,17,0,75,0
3,17,0,76,0
3,17,0,77,0
3,17,0,78,0
3,17,0,79,0
3,17,0,80,0
3,17,0,81,0
3,17,0,82,0
3,17,1,0,51
3,17,1,1,0
3,17,1,2,0
3,17,1,3,0
3,17,1,4,0
3,17,1,5,0
3,17,1,6,0
3,17,1,7,0
3,17,1,8,0
3,17,1,9,0
3,17,1,10,0
3,17,1,11,0
3,17,1,12,0
3,17,1,13,0
3,17,1,14,0
3,17,1,15,0
3,17,1,16,0
3,17,1,17,0
3,17,1,18,0
3,17,1,19,0
3,17,1,20,0
3,17,1,21,0
3,17,1,22,0
3,17,1,23,0
3,17,1,24,0
3,17,1,25,0
3,17,1,26,0
3,17,1,27,0
3,17,1,28,0
3,17,1,29,0
3,17,1,30,0
3,17,1,31,0
3,17,1,32,0
3,17,1,33,0
3,17,1,34,0
3,17,1,35,0
3,17,1,36,0
3,17,1,37,0
3,17,1,38,0
3,17,1,39,0
3,17,1,40,0
3,17,1,41,0
3,17,1,42,0
3,17,1,43,0
3,17,1,44,0
3,17,1,45,0
3,17,1,46,0
3,17,1,47,0
3,17,1,48,0
3,17,1,49,0
3,17,1,50,0
3,17,1,51,0
3,17,1,52,0
3,17,1,53,0
3,17,1,54,0
3,17,1,55,0
3,17,1,56,0
3,17,1,57,0
3,17,1,58,0
3,17,1,59,0
3,17,1,60,0
3,17,1,61,0
3,17,1,62,0
3,17,1,63,0
3,17,1,64,0
3,17,1,65,0
3,17,1,66,0
3,17,1,67,0
3,17,1,68,0
3,17,1,69,0
3,17,1,70,0
3,17,1,71,0
3,17,1,72,0
3,17,1,73,0
3,17,1,74,0
3,17,1,75,0
3,17,1,76,0
3,17,1,77,0
3,17,1,78,0
3,17,1,79,0
3,17,1,80,0
3,17,1,81,0
3,17,1,82,0
3,17,2,0,1193
3,17,2,1,82
3,17,2,2,0
3,17,2,3,0
3,17,2,4,0
3,17,2,5,0
3,17,2,6,0
3,17,2,7,0
3,17,2,8,0
3,17,2,9,0
3,17,2,10,0
3,17,2,11,0
3,17,2,12,0
3,17,2,13,0
3,17,2,14,0
3,17,2,15,0
3,17,2,16,0
3,17,2,17,0
3,17,2,18,0
3,17,2,19,0
3,17,2,20,0
3,17,2,21,0
3,17,2,22,0
3,17,2,23,0
3,17,2,24,0
3,17,2,25,0
3,17,2,26,0
3,17,2,27,0
3,17,2,28,0
3,17,2,29,0
3,17,2,30,0
3,17,2,31,0
3,17,2,32,0
3,17,2,33,0
3,17,2,34,0
3,17,2,35,0
3,17,2,36,0
3,17,2,37,0
3,17,2,38,0
3,17,2,39,0
3,17,2,40,0
3,17,2,41,0
3,17,2,42,0
3,17,2,43,0
3,17,2,44,0
3,17,2,45,0
3,17,2,46,0
3,17,2,47,0
3,17,2,48,0
3,17,2,49,0
3,17,2,50,0
3,17,2,51,0
3,17,2,52,0
3,17,2,53,0
3,17,2,54,0
3,17,2,55,0
3,17,2,56,0
3,17,2,57,0
3,17,2,58,0
3,17,2,59,0
3,17,2,60,0
3,17,2,61,0
3,17,2,62,0
3,17,2,63,0
3,17,2,64,0
3,17,2,65,0
3,17,2,66,0
3,17,2,67,0
3,17,2,68,0
3,17,2,69,0
3,17,2,70,0
3,17,2,71,0
3,17,2,72,0
3,17,2,73,0
3,17,2,74,0
3,17,2,75,0
3,17,2,76,0
3,17,2,77,0
3,17,2,78,0
3,17,2,79,0
3,17,2,80,0
3,17,2,81,0
3,17,2,82,0
3,17,3,0,16997
3,17,3,1,3638
3,17,3,2,190
3,17,3,3,0
3,17,3,4,0
3,17,3,5,0
3,17,3,6,0
3,17,3,7,0
3,17,3,8,0
3,17,3,9,0
3,17,3,10,0
3,17,3,11,0
3,17,3,12,0
3,17,3,13,0
3,17,3,14,0
3,17,3,15,0
3,17,3,16,0
3,17,3,17,0
3,17,3,18,0
3,17,3,19,0
3,17,3,20,0
3,17,3,21,0
3,17,3,22,0
3,17,3,23,0
3,17,3,24,0
3,17,3,25,0
3,17,3,26,0
3,17,3,27,0
3,17,3,28,0
3,17,3,29,0
3,17,3,30,0
3,17,3,31,0
3,17,3,32,0
3,17,3,33,0
3,17,3,34,0
3,17,3,35,0
3,17,3,36,0
3,17,3,37,0
3,17,3,38,0
3,17,3,39,0
3,17,3,40,0
3,17,3,41,0
3,17,3,42,0
3,17,3,43,0
3,17,3,44,0
3,17,3,45,0
3,17,3,46,0
3,17,3,47,0
3,17,3,48,0
3,17,3,49,0
3,17,3,50,0
3,17,3,51,0
3,17,3,52,0
3,17,3,53,0
3,17,3,54,0
3,17,3,55,0
3,17,3,56,0
3,17,3,57,0
3,17,3,58,0
3,17,3,59,0
3,17,3,60,0
3,17,3,61,0
3,17,3,62,0
3,17,3,63,0
3,17,3,64,0
3,17,3,65,0
3,17,3,66,0
3,17,3,67,0
3,17,3,68,0
3,17,3,69,0
3,17,3,70,0
3,17,3,71,0
3,17,3,72,0
3,17,3,73,0
3,17,3,74,0
3,17,3,75,0
3,17,3,76,0
3,17,3,77,0
3,17,3,78,0
3,17,3,79,0
3,17,3,80,0
3,17,3,81,0
3,17,3,82,0
3,17,4,0,165213
3,17,4,1,73416
3,17,4,2,10829
3,17,4,3,410
3,17,4,4,32
3,17,4,5,0
3,17,4,6,0
3,17,4,7,0
3,17,4,8,0
3,17,4,9,0
