r,c,o,a,count
5,8,0,0,1
5,8,0,1,0
5,8,0,2,0
5,8,0,3,0
5,8,0,4,0
5,8,0,5,0
5,8,0,6,0
5,8,0,7,0
5,8,0,8,0
5,8,0,9,0
5,8,0,10,0
5,8,0,11,0
5,8,0,12,0
5,8,0,13,0
5,8,0,14,0
5,8,0,15,0
5,8,0,16,0
5,8,0,17,0
5,8,0,18,0
5,8,0,19,0
5,8,0,20,0
5,8,0,21,0
5,8,0,22,0
5,8,0,23,0
5,8,0,24,0
5,8,0,25,0
5,8,0,26,0
5,8,0,27,0
5,8,0,28,0
5,8,0,29,0
5,8,0,30,0
5,8,0,31,0
5,8,0,32,0
5,8,0,33,0
5,8,0,34,0
5,8,0,35,0
5,8,0,36,0
5,8,0,37,0
5,8,0,38,0
5,8,0,39,0
5,8,0,40,0
5,8,0,41,0
5,8,0,42,0
5,8,0,43,0
5,8,0,44,0
5,8,0,45,0
5,8,0,46,0
5,8,0,47,0
5,8,0,48,0
5,8,0,49,0
5,8,0,50,0
5,8,0,51,0
5,8,0,52,0
5,8,0,53,0
5,8,0,54,0
5,8,0,55,0
5,8,0,56,0
5,8,0,57,0
5,8,0,58,0
5,8,0,59,0
5,8,0,60,0
5,8,0,61,0
5,8,0,62,0
5,8,0,63,0
5,8,0,64,0
5,8,0,65,0
5,8,0,66,0
5,8,0,67,0
5,8,1,0,40
5,8,1,1,0
5,8,1,2,0
5,8,1,3,0
5,8,1,4,0
5,8,1,5,0
5,8,1,6,0
5,8,1,7,0
5,8,1,8,0
5,8,1,9,0
5,8,1,10,0
5,8,1,11,0
5,8,1,12,0
5,8,1,13,0
5,8,1,14,0
5,8,1,15,0
5,8,1,16,0
5,8,1,17,0
5,8,1,18,0
5,8,1,19,0
5,8,1,20,0
5,8,1,21,0
5,8,1,22,0
5,8,1,23,0
5,8,1,24,0
5,8,1,25,0
5,8,1,26,0
5,8,1,27,0
5,8,1,28,0
5,8,1,29,0
5,8,1,30,0
5,8,1,31,0
5,8,1,32,0
5,8,1,33,0
5,8,1,34,0
5,8,1,35,0
5,8,1,36,0
5,8,1,37,0
5,8,1,38,0
5,8,1,39,0
5,8,1,40,0
5,8,1,41,0
5,8,1,42,0
5,8,1,43,0
5,8,1,44,0
5,8,1,45,0
5,8,1,46,0
5,8,1,47,0
5,8,1,48,0
5,8,1,49,0
5,8,1,50,0
5,8,1,51,0
5,8,1,52,0
5,8,1,53,0
5,8,1,54,0
5,8,1,55,0
5,8,1,56,0
5,8,1,57,0
5,8,1,58,0
5,8,1,59,0
5,8,1,60,0
5,8,1,61,0
5,8,1,62,0
5,8,1,63,0
5,8,1,64,0
5,8,1,65,0
5,8,1,66,0
5,8,1,67,0
5,8,2,0,713
5,8,2,1,67
5,8,2,2,0
5,8,2,3,0
5,8,2,4,0
5,8,2,5,0
5,8,2,6,0
5,8,2,7,0
5,8,2,8,0
5,8,2,9,0
5,8,2,10,0
5,8,2,11,0
5,8,2,12,0
5,8,2,13,0
5,8,2,14,0
5,8,2,15,0
5,8,2,16,0
5,8,2,17,0
5,8,2,18,0
5,8,2,19,0
5,8,2,20,0
5,8,2,21,0
5,8,2,22,0
5,8,2,23,0
5,8,2,24,0
