r,c,o,a,count
5,23,0,0,1
5,23,0,1,0
5,23,0,2,0
5,23,0,3,0
5,23,0,4,0
5,23,0,5,0
5,23,0,6,0
5,23,0,7,0
5,23,0,8,0
5,23,0,9,0
5,23,0,10,0
5,23,0,11,0
5,23,0,12,0
5,23,0,13,0
5,23,0,14,0
5,23,0,15,0
5,23,0,16,0
5,23,0,17,0
5,23,0,18,0
5,23,0,19,0
5,23,0,20,0
5,23,0,21,0
5,23,0,22,0
5,23,0,23,0
5,23,0,24,0
5,23,0,25,0
5,23,0,26,0
5,23,0,27,0
5,23,0,28,0
5,23,0,29,0
5,23,0,30,0
5,23,0,31,0
5,23,0,32,0
5,23,0,33,0
5,23,0,34,0
5,23,0,35,0
5,23,0,36,0
5,23,0,37,0
5,23,0,38,0
5,23,0,39,0
5,23,0,40,0
5,23,0,41,0
5,23,0,42,0
5,23,0,43,0
5,23,0,44,0
5,23,0,45,0
5,23,0,46,0
5,23,0,47,0
5,23,0,48,0
5,23,0,49,0
5,23,0,50,0
5,23,0,51,0
5,23,0,52,0
5,23,0,53,0
5,23,0,54,0
5,23,0,55,0
5,23,0,56,0
5,23,0,57,0
5,23,0,58,0
5,23,0,59,0
5,23,0,60,0
5,23,0,61,0
5,23,0,62,0
5,23,0,63,0
5,23,0,64,0
5,23,0,65,0
5,23,0,66,0
5,23,0,67,0
5,23,0,68,0
5,23,0,69,0
5,23,0,70,0
5,23,0,71,0
5,23,0,72,0
5,23,0,73,0
5,23,0,74,0
5,23,0,75,0
5,23,0,76,0
5,23,0,77,0
5,23,0,78,0
5,23,0,79,0
5,23,0,80,0
5,23,0,81,0
5,23,0,82,0
5,23,0,83,0
5,23,0,84,0
5,23,0,85,0
5,23,0,86,0
5,23,0,87,0
5,23,0,88,0
5,23,0,89,0
5,23,0,90,0
5,23,0,91,0
5,23,0,92,0
5,23,0,93,0
5,23,0,94,0
5,23,0,95,0
5,23,0,96,0
5,23,0,97,0
5,23,0,98,0
5,23,0,99,0
5,23,0,100,0
5,23,0,101,0
5,23,0,102,0
5,23,0,103,0
5,23,0,104,0
5,23,0,105,0
5,23,0,106,0
5,23,0,107,0
5,23,0,108,0
