r,c,o,a,count
2,11,0,0,1
2,11,0,1,0
2,11,0,2,0
2,11,0,3,0
2,11,0,4,0
2,11,0,5,0
2,11,0,6,0
2,11,0,7,0
2,11,0,8,0
2,11,0,9,0
2,11,0,10,0
2,11,0,11,0
2,11,0,12,0
2,11,0,13,0
2,11,0,14,0
2,11,0,15,0
2,11,0,16,0
2,11,0,17,0
2,11,0,18,0
2,11,0,19,0
2,11,0,20,0
2,11,0,21,0
2,11,0,22,0
2,11,0,23,0
2,11,0,24,0
2,11,0,25,0
2,11,0,26,0
2,11,0,27,0
2,11,0,28,0
2,11,0,29,0
2,11,0,30,0
2,11,0,31,0
2,11,1,0,22
2,11,1,1,0
2,11,1,2,0
2,11,1,3,0
2,11,1,4,0
2,11,1,5,0
2,11,1,6,0
2,11,1,7,0
2,11,1,8,0
2,11,1,9,0
2,11,1,10,0
2,11,1,11,0
2,11,1,12,0
2,11,1,13,0
2,11,1,14,0
2,11,1,15,0
2,11,1,16,0
2,11,1,17,0
2,11,1,18,0
2,11,1,19,0
2,11,1,20,0
2,11,1,21,0
2,11,1,22,0
2,11,1,23,0
2,11,1,24,0
2,11,1,25,0
2,11,1,26,0
2,11,1,27,0
2,11,1,28,0
2,11,1,29,0
2,11,1,30,0
2,11,1,31,0
2,11,2,0,200
2,11,2,1,31
2,11,2,2,0
2,11,2,3,0
2,11,2,4,0
2,11,2,5,0
2,11,2,6,0
2,11,2,7,0
2,11,2,8,0
2,11,2,9,0
2,11,2,10,0
2,11,2,11,0
2,11,2,12,0
2,11,2,13,0
2,11,2,14,0
2,11,2,15,0
2,11,2,16,0
2,11,2,17,0
2,11,2,18,0
2,11,2,19,0
2,11,2,20,0
2,11,2,21,0
2,11,2,22,0
2,11,2,23,0
2,11,2,24,0
2,11,2,25,0
2,11,2,26,0
2,11,2,27,0
2,11,2,28,0
2,11,2,29,0
2,11,2,30,0
2,11,2,31,0
2,11,3,0,978
2,11,3,1,504
2,11,3,2,58
2,11,3,3,0
2,11,3,4,0
2,11,3,5,0
2,11,3,6,0
2,11,3,7,0
2,11,3,8,0
2,11,3,9,0
