r,c,o,a,count
7,11,0,0,1
7,11,0,1,0
7,11,0,2,0
7,11,0,3,0
7,11,0,4,0
7,11,0,5,0
7,11,0,6,0
7,11,0,7,0
7,11,0,8,0
7,11,0,9,0
7,11,0,10,0
7,11,0,11,0
7,11,0,12,0
7,11,0,13,0
7,11,0,14,0
7,11,0,15,0
7,11,0,16,0
7,11,0,17,0
7,11,0,18,0
7,11,0,19,0
7,11,0,20,0
7,11,0,21,0
7,11,0,22,0
7,11,0,23,0
7,11,0,24,0
7,11,0,25,0
7,11,0,26,0
7,11,0,27,0
7,11,0,28,0
7,11,0,29,0
7,11,0,30,0
7,11,0,31,0
7,11,0,32,0
7,11,0,33,0
7,11,0,34,0
7,11,0,35,0
7,11,0,36,0
7,11,0,37,0
7,11,0,38,0
7,11,0,39,0
7,11,0,40,0
7,11,0,41,0
7,11,0,42,0
7,11,0,43,0
7,11,0,44,0
7,11,0,45,0
7,11,0,46,0
7,11,0,47,0
7,11,0,48,0
7,11,0,49,0
7,11,0,50,0
7,11,0,51,0
7,11,0,52,0
7,11,0,53,0
7,11,0,54,0
7,11,0,55,0
7,11,0,56,0
7,11,0,57,0
7,11,0,58,0
7,11,0,59,0
7,11,0,60,0
7,11,0,61,0
7,11,0,62,0
7,11,0,63,0
7,11,0,64,0
7,11,0,65,0
7,11,0,66,0
7,11,0,67,0
7,11,0,68,0
7,11,0,69,0
7,11,0,70,0
7,11,0,71,0
7,11,0,72,0
7,11,0,73,0
7,11,0,74,0
7,11,0,75,0
7,11,0,76,0
7,11,0,77,0
7,11,0,78,0
7,11,0,79,0
7,11,0,80,0
7,11,0,81,0
7,11,0,82,0
7,11,0,83,0
7,11,0,84,0
7,11,0,85,0
7,11,0,86,0
7,11,0,87,0
7,11,0,88,0
7,11,0,89,0
7,11,0,90,0
7,11,0,91,0
7,11,0,92,0
7,11,0,93,0
7,11,0,94,0
7,11,0,95,0
7,11,0,96,0
7,11,0,97,0
7,11,0,98,0
7,11,0,99,0
7,11,0,100,0
7,11,0,101,0
7,11,0,102,0
7,11,0,103,0
7,11,0,104,0
7,11,0,105,0
7,11,0,106,0
7,11,0,107,0
7,11,0,108,0
7,11,0,109,0
7,11,0,110,0
7,11,0,111,0
7,11,0,112,0
7,11,0,113,0
7,11,0,114,0
7,11,0,115,0
7,11,0,116,0
7,11,0,117,0
7,11,0,118,0
7,11,0,119,0
7,11,0,120,0
7,11,0,121,0
7,11,0,122,0
7,11,0,123,0
7,11,0,124,0
7,11,0,125,0
7,11,0,126,0
7,11,0,127,0
7,11,0,128,0
7,11,0,129,0
7,11,0,130,0
7,11,0,131,0
7,11,0,132,0
7,11,0,133,0
7,11,0,134,0
7,11,0,135,0
7,11,0,136,0
7,11,1,0,77
7,11,1,1,0
7,11,1,2,0
7,11,1,3,0
7,11,1,4,0
7,11,1,5,0
7,11,1,6,0
7,11,1,7,0
7,11,1,8,0
7,11,1,9,0
7,11,1,10,0
7,11,1,11,0
7,11,1,12,0
7,11,1,13,0
7,11,1,14,0
7,11,1,15,0
7,11,1,16,0
7,11,1,17,0
7,11,1,18,0
7,11,1,19,0
7,11,1,20,0
7,11,1,21,0
7,11,1,22,0
7,11,1,23,0
7,11,1,24,0
7,11,1,25,0
7,11,1,26,0
7,11,1,27,0
7,11,1,28,0
7,11,1,29,0
7,11,1,30,0
7,11,1,31,0
7,11,1,32,0
7,11,1,33,0
7,11,1,34,0
7,11,1,35,0
7,11,1,36,0
7,11,1,37,0
7,11,1,38,0
7,11,1,39,0
7,11,1,40,0
7,11,1,41,0
7,11,1,42,0
7,11,1,43,0
7,11,1,44,0
7,11,1,45,0
7,11,1,46,0
7,11,1,47,0
7,11,1,48,0
7,11,1,49,0
7,11,1,50,0
7,11,1,51,0
7,11,1,52,0
7,11,1,53,0
7,11,1,54,0
7,11,1,55,0
7,11,1,56,0
7,11,1,57,0
7,11,1,58,0
7,11,1,59,0
7,11,1,60,0
7,11,1,61,0
7,11,1,62,0
7,11,1,63,0
7,11,1,64,0
7,11,1,65,0
7,11,1,66,0
7,11,1,67,0
7,11,1,68,0
7,11,1,69,0
7,11,1,70,0
7,11,1,71,0
7,11,1,72,0
7,11,1,73,0
7,11,1,74,0
7,11,1,75,0
7,11,1,76,0
7,11,1,77,0
7,11,1,78,0
7,11,1,79,0
7,11,1,80,0
7,11,1,81,0
7,11,1,82,0
7,11,1,83,0
7,11,1,84,0
7,11,1,85,0
7,11,1,86,0
7,11,1,87,0
