r,c,o,a,count
2,9,0,0,1
2,9,0,1,0
2,9,0,2,0
2,9,0,3,0
2,9,0,4,0
2,9,0,5,0
2,9,0,6,0
2,9,0,7,0
2,9,0,8,0
2,9,0,9,0
2,9,0,10,0
2,9,0,11,0
2,9,0,12,0
2,9,0,13,0
2,9,0,14,0
2,9,0,15,0
2,9,0,16,0
2,9,0,17,0
2,9,0,18,0
2,9,0,19,0
2,9,0,20,0
2,9,0,21,0
2,9,0,22,0
2,9,0,23,0
2,9,0,24,0
2,9,0,25,0
2,9,1,0,18
2,9,1,1,0
2,9,1,2,0
2,9,1,3,0
2,9,1,4,0
2,9,1,5,0
2,9,1,6,0
2,9,1,7,0
2,9,1,8,0
2,9,1,9,0
2,9,1,10,0
2,9,1,11,0
2,9,1,12,0
2,9,1,13,0
2,9,1,14,0
2,9,1,15,0
2,9,1,16,0
2,9,1,17,0
2,9,1,18,0
2,9,1,19,0
2,9,1,20,0
2,9,1,21,0
2,9,1,22,0
2,9,1,23,0
2,9,1,24,0
2,9,1,25,0
2,9,2,0,128
2,9,2,1,25
2,9,2,2,0
2,9,2,3,0
2,9,2,4,0
2,9,2,5,0
2,9,2,6,0
2,9,2,7,0
2,9,2,8,0
2,9,2,9,0
2,9,2,10,0
2,9,2,11,0
2,9,2,12,0
2,9,2,13,0
2,9,2,14,0
2,9,2,15,0
2,9,2,16,0
2,9,2,17,0
2,9,2,18,0
2,9,2,19,0
2,9,2,20,0
2,9,2,21,0
2,9,2,22,0
2,9,2,23,0
2,9,2,24,0
2,9,2,25,0
2,9,3,0,462
2,9,3,1,308
2,9,3,2,46
2,9,3,3,0
2,9,3,4,0
2,9,3,5,0
2,9,3,6,0
2,9,3,7,0
2,9,3,8,0
2,9,3,9,0
2,9,3,10,0
2,9,3,11,0
2,9,3,12,0
2,9,3,13,0
2,9,3,14,0
2,9,3,15,0
2,9,3,16,0
2,9,3,17,0
2,9,3,18,0
2,9,3,19,0
2,9,3,20,0
2,9,3,21,0
2,9,3,22,0
2,9,3,23,0
2,9,3,24,0
2,9,3,25,0
2,9,4,0,912
2,9,4,1,1380
2,9,4,2,692
2,9,4,3,68
2,9,4,4,8
2,9,4,5,0
2,9,4,6,0
2,9,4,7,0
2,9,4,8,0
2,9,4,9,0
2,9,4,10,0
2,9,4,11,0
2,9,4,12,0
2,9,4,13,0
2,9,4,14,0
2,9,4,15,0
2,9,4,16,0
2,9,4,17,0
2,9,4,18,0
2,9,4,19,0
2,9,4,20,0
2,9,4,21,0
2,9,4,22,0
2,9,4,23,0
2,9,4,24,0
2,9,4,25,0
2,9,5,0,1002
2,9,5,1,2820
2,9,5,2,3294
2,9,5,3,1244
2,9,5,4,180
2,9,5,5,28
2,9,5,6,0
2,9,5,7,0
2,9,5,8,0
2,9,5,9,0
2,9,5,10,0
2,9,5,11,0
2,9,5,12,0
2,9,5,13,0
2,9,5,14,0
2,9,5,15,0
2,9,5,16,0
2,9,5,17,0
2,9,5,18,0
2,9,5,19,0
2,9,5,20,0
2,9,5,21,0
2,9,5,22,0
2,9,5,23,0
