r,c,o,a,count
6,7,0,0,1
6,7,0,1,0
6,7,0,2,0
6,7,0,3,0
6,7,0,4,0
6,7,0,5,0
6,7,0,6,0
6,7,0,7,0
6,7,0,8,0
6,7,0,9,0
6,7,0,10,0
6,7,0,11,0
6,7,0,12,0
6,7,0,13,0
6,7,0,14,0
6,7,0,15,0
6,7,0,16,0
6,7,0,17,0
6,7,0,18,0
6,7,0,19,0
6,7,0,20,0
6,7,0,21,0
6,7,0,22,0
6,7,0,23,0
6,7,0,24,0
6,7,0,25,0
6,7,0,26,0
6,7,0,27,0
6,7,0,28,0
6,7,0,29,0
6,7,0,30,0
6,7,0,31,0
6,7,0,32,0
6,7,0,33,0
6,7,0,34,0
6,7,0,35,0
6,7,0,36,0
6,7,0,37,0
6,7,0,38,0
6,7,0,39,0
6,7,0,40,0
6,7,0,41,0
6,7,0,42,0
6,7,0,43,0
6,7,0,44,0
6,7,0,45,0
6,7,0,46,0
6,7,0,47,0
6,7,0,48,0
6,7,0,49,0
6,7,0,50,0
6,7,0,51,0
6,7,0,52,0
6,7,0,53,0
6,7,0,54,0
6,7,0,55,0
6,7,0,56,0
6,7,0,57,0
6,7,0,58,0
6,7,0,59,0
6,7,0,60,0
6,7,0,61,0
6,7,0,62,0
6,7,0,63,0
6,7,0,64,0
6,7,0,65,0
6,7,0,66,0
6,7,0,67,0
6,7,0,68,0
6,7,0,69,0
6,7,0,70,0
6,7,0,71,0
6,7,1,0,42
6,7,1,1,0
6,7,1,2,0
6,7,1,3,0
6,7,1,4,0
6,7,1,5,0
6,7,1,6,0
6,7,1,7,0
6,7,1,8,0
6,7,1,9,0
6,7,1,10,0
6,7,1,11,0
6,7,1,12,0
6,7,1,13,0
6,7,1,14,0
6,7,1,15,0
6,7,1,16,0
6,7,1,17,0
6,7,1,18,0
6,7,1,19,0
6,7,1,20,0
6,7,1,21,0
6,7,1,22,0
6,7,1,23,0
6,7,1,24,0
6,7,1,25,0
6,7,1,26,0
6,7,1,27,0
6,7,1,28,0
6,7,1,29,0
6,7,1,30,0
6,7,1,31,0
6,7,1,32,0
6,7,1,33,0
6,7,1,34,0
6,7,1,35,0
6,7,1,36,0
6,7,1,37,0
6,7,1,38,0
6,7,1,39,0
6,7,1,40,0
