r,c,o,a,count
4,16,0,0,1
4,16,0,1,0
4,16,0,2,0
4,16,0,3,0
4,16,0,4,0
4,16,0,5,0
4,16,0,6,0
4,16,0,7,0
4,16,0,8,0
4,16,0,9,0
4,16,0,10,0
4,16,0,11,0
4,16,0,12,0
4,16,0,13,0
4,16,0,14,0
4,16,0,15,0
4,16,0,16,0
4,16,0,17,0
4,16,0,18,0
4,16,0,19,0
4,16,0,20,0
4,16,0,21,0
4,16,0,22,0
4,16,0,23,0
4,16,0,24,0
4,16,0,25,0
4,16,0,26,0
4,16,0,27,0
4,16,0,28,0
4,16,0,29,0
4,16,0,30,0
4,16,0,31,0
4,16,0,32,0
4,16,0,33,0
4,16,0,34,0
4,16,0,35,0
4,16,0,36,0
4,16,0,37,0
4,16,0,38,0
4,16,0,39,0
4,16,0,40,0
4,16,0,41,0
4,16,0,42,0
4,16,0,43,0
4,16,0,44,0
4,16,0,45,0
4,16,0,46,0
4,16,0,47,0
4,16,0,48,0
4,16,0,49,0
4,16,0,50,0
4,16,0,51,0
4,16,0,52,0
4,16,0,53,0
4,16,0,54,0
4,16,0,55,0
4,16,0,56,0
4,16,0,57,0
4,16,0,58,0
4,16,0,59,0
4,16,0,60,0
4,16,0,61,0
4,16,0,62,0
4,16,0,63,0
4,16,0,64,0
4,16,0,65,0
4,16,0,66,0
4,16,0,67,0
4,16,0,68,0
4,16,0,69,0
4,16,0,70,0
4,16,0,71,0
4,16,0,72,0
4,16,0,73,0
4,16,0,74,0
4,16,0,75,0
4,16,0,76,0
4,16,0,77,0
4,16,0,78,0
4,16,0,79,0
4,16,0,80,0
4,16,0,81,0
4,16,0,82,0
4,16,0,83,0
4,16,0,84,0
4,16,0,85,0
4,16,0,86,0
4,16,0,87,0
4,16,0,88,0
4,16,0,89,0
4,16,0,90,0
4,16,0,91,0
4,16,0,92,0
4,16,0,93,0
4,16,0,94,0
4,16,0,95,0
4,16,0,96,0
4,16,0,97,0
4,16,0,98,0
4,16,0,99,0
4,16,0,100,0
4,16,0,101,0
4,16,0,102,0
4,16,0,103,0
4,16,0,104,0
4,16,0,105,0
4,16,0,106,0
4,16,0,107,0
4,16,0,108,0
4,16,1,0,64
4,16,1,1,0
4,16,1,2,0
4,16,1,3,0
4,16,1,4,0
4,16,1,5,0
4,16,1,6,0
4,16,1,7,0
4,16,1,8,0
4,16,1,9,0
4,16,1,10,0
4,16,1,11,0
4,16,1,12,0
4,16,1,13,0
4,16,1,14,0
4,16,1,15,0
4,16,1,16,0
4,16,1,17,0
4,16,1,18,0
4,16,1,19,0
4,16,1,20,0
4,16,1,21,0
4,16,1,22,0
4,16,1,23,0
4,16,1,24,0
4,16,1,25,0
4,16,1,26,0
4,16,1,27,0
4,16,1,28,0
4,16,1,29,0
4,16,1,30,0
4,16,1,31,0
4,16,1,32,0
4,16,1,33,0
4,16,1,34,0
4,16,1,35,0
4,16,1,36,0
4,16,1,37,0
4,16,1,38,0
4,16,1,39,0
4,16,1,40,0
4,16,1,41,0
4,16,1,42,0
4,16,1,43,0
4,16,1,44,0
4,16,1,45,0
4,16,1,46,0
4,16,1,47,0
4,16,1,48,0
4,16,1,49,0
4,16,1,50,0
4,16,1,51,0
4,16,1,52,0
4,16,1,53,0
4,16,1,54,0
4,16,1,55,0
4,16,1,56,0
4,16,1,57,0
4,16,1,58,0
4,16,1,59,0
4,16,1,60,0
4,16,1,61,0
4,16,1,62,0
4,16,1,63,0
4,16,1,64,0
4,16,1,65,0
4,16,1,66,0
4,16,1,67,0
4,16,1,68,0
4,16,1,69,0
4,16,1,70,0
4,16,1,71,0
4,16,1,72,0
4,16,1,73,0
4,16,1,74,0
4,16,1,75,0
4,16,1,76,0
4,16,1,77,0
4,16,1,78,0
4,16,1,79,0
4,16,1,80,0
4,16,1,81,0
4,16,1,82,0
4,16,1,83,0
4,16,1,84,0
4,16,1,85,0
4,16,1,86,0
4,16,1,87,0
4,16,1,88,0
4,16,1,89,0
4,16,1,90,0
4,16,1,91,0
4,16,1,92,0
4,16,1,93,0
4,16,1,94,0
4,16,1,95,0
4,16,1,96,0
4,16,1,97,0
4,16,1,98,0
4,16,1,99,0
4,16,1,100,0
4,16,1,101,0
4,16,1,102,0
4,16,1,103,0
4,16,1,104,0
4,16,1,105,0
4,16,1,106,0
4,16,1,107,0
4,16,1,108,0
4,16,2,0,1908
4,16,2,1,108
4,16,2,2,0
4,16,2,3,0
4,16,2,4,0
4,16,2,5,0
4,16,2,6,0
4,16,2,7,0
4,16,2,8,0
4,16,2,9,0
4,16,2,10,0
4,16,2,11,0
4,16,2,12,0
4,16,2,13,0
4,16,2,14,0
4,16,2,15,0
4,16,2,16,0
4,16,2,17,0
4,16,2,18,0
4,16,2,19,0
4,16,2,20,0
4,16,2,21,0
4,16,2,22,0
4,16,2,23,0
4,16,2,24,0
4,16,2,25,0
4,16,2,26,0
4,16,2,27,0
4,16,2,28,0
4,16,2,29,0
4,16,2,30,0
4,16,2,31,0
4,16,2,32,0
4,16,2,33,0
4,16,2,34,0
4,16,2,35,0
4,16,2,36,0
4,16,2,37,0
4,16,2,38,0
4,16,2,39,0
4,16,2,40,0
4,16,2,41,0
4,16,2,42,0
4,16,2,43,0
4,16,2,44,0
4,16,2,45,0
4,16,2,46,0
4,16,2,47,0
4,16,2,48,0
4,16,2,49,0
4,16,2,50,0
4,16,2,51,0
4,16,2,52,0
4,16,2,53,0
4,16,2,54,0
4,16,2,55,0
4,16,2,56,0
4,16,2,57,0
4,16,2,58,0
4,16,2,59,0
4,16,2,60,0
4,16,2,61,0
4,16,2,62,0
4,16,2,63,0
4,16,2,64,0
4,16,2,65,0
4,16,2,66,0
4,16,2,67,0
4,16,2,68,0
4,16,2,69,0
4,16,2,70,0
4,16,2,71,0
4,16,2,72,0
4,16,2,73,0
4,16,2,74,0
4,16,2,75,0
4,16,2,76,0
4,16,2,77,0
4,16,2,78,0
4,16,2,79,0
4,16,2,80,0
4,16,2,81,0
4,16,2,82,0
4,16,2,83,0
4,16,2,84,0
4,16,2,85,0
4,16,2,86,0
4,16,2,87,0
4,16,2,88,0
4,16,2,89,0
4,16,2,90,0
4,16,2,91,0
4,16,2,92,0
4,16,2,93,0
4,16,2,94,0
4,16,2,95,0
4,16,2,96,0
4,16,2,97,0
4,16,2,98,0
4,16,2,99,0
4,16,2,100,0
4,16,2,101,0
4,16,2,102,0
4,16,2,103,0
4,16,2,104,0
4,16,2,105,0
4,16,2,106,0
4,16,2,107,0
4,16,2,108,0
4,16,3,0,35236
4,16,3,1,6160
4,16,3,2,268
4,16,3,3,0
4,16,3,4,0
4,16,3,5,0
4,16,3,6,0
4,16,3,7,0
4,16,3,8,0
4,16,3,9,0
4,16,3,10,0
4,16,3,11,0
4,16,3,12,0
4,16,3,13,0
4,16,3,14,0
4,16,3,15,0
4,16,3,16,0
4,16,3,17,0
4,16,3,18,0
4,16,3,19,0
4,16,3,20,0
4,16,3,21,0
4,16,3,22,0
4,16,3,23,0
4,16,3,24,0
4,16,3,25,0
4,16,3,26,0
4,16,3,27,0
4,16,3,28,0
4,16,3,29,0
4,16,3,30,0
4,16,3,31,0
4,16,3,32,0
4,16,3,33,0
4,16,3,34,0
4,16,3,35,0
4,16,3,36,0
4,16,3,37,0
4,16,3,38,0
4,16,3,39,0
4,16,3,40,0
4,16,3,41,0
4,16,3,42,0
4,16,3,43,0
4,16,3,44,0
4,16,3,45,0
4,16,3,46,0
4,16,3,47,0
4,16,3,48,0
4,16,3,49,0
4,16,3,50,0
4,16,3,51,0
4,16,3,52,0
4,16,3,53,0
4,16,3,54,0
4,16,3,55,0
4,16,3,56,0
4,16,3,57,0
4,16,3,58,0
4,16,3,59,0
4,16,3,60,0
4,16,3,61,0
4,16,3,62,0
4,16,3,63,0
4,16,3,64,0
4,16,3,65,0
4,16,3,66,0
4,16,3,67,0
4,16,3,68,0
4,16,3,69,0
4,16,3,70,0
4,16,3,71,0
4,16,3,72,0
4,16,3,73,0
4,16,3,74,0
4,16,3,75,0
4,16,3,76,0
4,16,3,77,0
4,16,3,78,0
4,16,3,79,0
4,16,3,80,0
4,16,3,81,0
4,16,3,82,0
4,16,3,83,0
4,16,3,84,0
4,16,3,85,0
4,16,3,86,0
4,16,3,87,0
4,16,3,88,0
4,16,3,89,0
4,16,3,90,0
4,16,3,91,0
4,16,3,92,0
4,16,3,93,0
4,16,3,94,0
4,16,3,95,0
4,16,3,96,0
4,16,3,97,0
4,16,3,98,0
4,16,3,99,0
4,16,3,100,0
4,16,3,101,0
4,16,3,102,0
4,16,3,103,0
4,16,3,104,0
4,16,3,105,0
4,16,3,106,0
4,16,3,107,0
4,16,3,108,0
4,16,4,0,452227
4,16,4,1,162804
4,16,4,2,19656
4,16,4,3,644
4,16,4,4,45
4,16,4,5,0
4,16,4,6,0
4,16,4,7,0
4,16,4,8,0
4,16,4,9,0
4,16,4,10,0
4,16,4,11,0
4,16,4,12,0
4,16,4,13,0
4,16,4,14,0
4,16,4,15,0
4,16,4,16,0
4,16,4,17,0
4,16,4,18,0
4,16,4,19,0
4,16,4,20,0
4,16,4,21,0
4,16,4,22,0
4,16,4,23,0
4,16,4,24,0
4,16,4,25,0
4,16,4,26,0
4,16,4,27,0
4,16,4,28,0
4,16,4,29,0
4,16,4,30,0
4,16,4,31,0
4,16,4,32,0
4,16,4,33,0
4,16,4,34,0
4,16,4,35,0
4,16,4,36,0
4,16,4,37,0
4,16,4,38,0
4,16,4,39,0
4,16,4,40,0
4,16,4,41,0
4,16,4,42,0
4,16,4,43,0
4,16,4,44,0
4,16,4,45,0
4,16,4,46,0
4,16,4,47,0
4,16,4,48,0
4,16,4,49,0
4,16,4,50,0
4,16,4,51,0
4,16,4,52,0
4,16,4,53,0
4,16,4,54,0
4,16,4,55,0
4,16,4,56,0
4,16,4,57,0
4,16,4,58,0
4,16,4,59,0
4,16,4,60,0
4,16,4,61,0
4,16,4,62,0
4,16,4,63,0
4,16,4,64,0
4,16,4,65,0
4,16,4,66,0
4,16,4,67,0
4,16,4,68,0
4,16,4,69,0
4,16,4,70,0
4,16,4,71,0
4,16,4,72,0
4,16,4,73,0
4,16,4,74,0
4,16,4,75,0
4,16,4,76,0
4,16,4,77,0
4,16,4,78,0
4,16,4,79,0
4,16,4,80,0
4,16,4,81,0
4,16,4,82,0
4,16,4,83,0
4,16,4,84,0
4,16,4,85,0
4,16,4,86,0
4,16,4,87,0
4,16,4,88,0
4,16,4,89,0
4,16,4,90,0
4,16,4,91,0
4,16,4,92,0
4,16,4,93,0
4,16,4,94,0
4,16,4,95,0
4,16,4,96,0
4,16,4,97,0
4,16,4,98,0
4,16,4,99,0
4,16,4,100,0
4,16,4,101,0
4,16,4,102,0
4,16,4,103,0
4,16,4,104,0
4,16,4,105,0
4,16,4,106,0
4,16,4,107,0
4,16,4,108,0
4,16,5,0,4290040
4,16,5,1,2650520
4,16,5,2,622344
4,16,5,3,57368
4,16,5,4,3952
4,16,5,5,288
4,16,5,6,0
4,16,5,7,0
4,16,5,8,0
4,16,5,9,0
4,16,5,10,0
4,16,5,11,0
4,16,5,12,0
4,16,5,13,0
4,16,5,14,0
4,16,5,15,0
4,16,5,16,0
4,16,5,17,0
4,16,5,18,0
4,16,5,19,0
4,16,5,20,0
4,16,5,21,0
4,16,5,22,0
4,16,5,23,0
4,16,5,24,0
4,16,5,25,0
4,16,5,26,0
4,16,5,27,0
4,16,5,28,0
4,16,5,29,0
4,16,5,30,0
4,16,5,31,0
4,16,5,32,0
4,16,5,33,0
4,16,5,34,0
4,16,5,35,0
4,16,5,36,0
4,16,5,37,0
4,16,5,38,0
4,16,5,39,0
4,16,5,40,0
4,16,5,41,0
4,16,5,42,0
4,16,5,43,0
4,16,5,44,0
4,16,5,45,0
4,16,5,46,0
4,16,5,47,0
4,16,5,48,0
4,16,5,49,0
4,16,5,50,0
4,16,5,51,0
4,16,5,52,0
4,16,5,53,0
4,16,5,54,0
4,16,5,55,0
4,16,5,56,0
4,16,5,57,0
4,16,5,58,0
4,16,5,59,0
4,16,5,60,0
4,16,5,61,0
4,16,5,62,0
4,16,5,63,0
4,16,5,64,0
4,16,5,65,0
4,16,5,66,0
4,16,5,67,0
4,16,5,68,0
4,16,5,69,0
4,16,5,70,0
4,16,5,71,0
4,16,5,72,0
4,16,5,73,0
4,16,5,74,0
4,16,5,75,0
4,16,5,76,0
4,16,5,77,0
4,16,5,78,0
4,16,5,79,0
4,16,5,80,0
4,16,5,81,0
4,16,5,82,0
4,16,5,83,0
4,16,5,84,0
4,16,5,85,0
4,16,5,86,0
4,16,5,87,0
4,16,5,88,0
4,16,5,89,0
4,16,5,90,0
4,16,5,91,0
4,16,5,92,0
4,16,5,93,0
4,16,5,94,0
4,16,5,95,0
4,16,5,96,0
4,16,5,97,0
4,16,5,98,0
4,16,5,99,0
4,16,5,100,0
4,16,5,101,0
4,16,5,102,0
4,16,5,103,0
4,16,5,104,0
4,16,5,105,0
4,16,5,106,0
4,16,5,107,0
4,16,5,108,0
4,16,6,0,31240602
4,16,6,1,29811384
4,16,6,2,11598476
4,16,6,3,2081588
4,16,6,4,218678
4,16,6,5,22464
4,16,6,6,1104
4,16,6,7,72
4,16,6,8,0
4,16,6,9,0
4,16,6,10,0
4,16,6,11,0
4,16,6,12,0
4,16,6,13,0
4,16,6,14,0
4,16,6,15,0
4,16,6,16,0
4,16,6,17,0
4,16,6,18,0
4,16,6,19,0
4,16,6,20,0
4,16,6,21,0
4,16,6,22,0
4,16,6,23,0
4,16,6,24,0
4,16,6,25,0
4,16,6,26,0
4,16,6,27,0
4,16,6,28,0
4,16,6,29,0
4,16,6,30,0
4,16,6,31,0
4,16,6,32,0
4,16,6,33,0
4,16,6,34,0
4,16,6,35,0
4,16,6,36,0
4,16,6,37,0
4,16,6,38,0
4,16,6,39,0
4,16,6,40,0
4,16,6,41,0
4,16,6,42,0
4,16,6,43,0
4,16,6,44,0
4,16,6,45,0
4,16,6,46,0
4,16,6,47,0
4,16,6,48,0
4,16,6,49,0
4,16,6,50,0
4,16,6,51,0
4,16,6,52,0
4,16,6,53,0
4,16,6,54,0
4,16,6,55,0
4,16,6,56,0
4,16,6,57,0
4,16,6,58,0
4,16,6,59,0
4,16,6,60,0
4,16,6,61,0
4,16,6,62,0
4,16,6,63,0
4,16,6,64,0
4,16,6,65,0
4,16,6,66,0
4,16,6,67,0
4,16,6,68,0
4,16,6,69,0
4,16,6,70,0
4,16,6,71,0
4,16,6,72,0
4,16,6,73,0
4,16,6,74,0
4,16,6,75,0
4,16,6,76,0
4,16,6,77,0
4,16,6,78,0
4,16,6,79,0
4,16,6,80,0
4,16,6,81,0
4,16,6,82,0
4,16,6,83,0
4,16,6,84,0
4,16,6,85,0
4,16,6,86,0
4,16,6,87,0
4,16,6,88,0
4,16,6,89,0
4,16,6,90,0
4,16,6,91,0
4,16,6,92,0
4,16,6,93,0
4,16,6,94,0
4,16,6,95,0
4,16,6,96,0
4,16,6,97,0
4,16,6,98,0
4,16,6,99,0
4,16,6,100,0
4,16,6,101,0
4,16,6,102,0
4,16,6,103,0
4,16,6,104,0
4,16,6,105,0
4,16,6,106,0
4,16,6,107,0
4,16,6,108,0
4,16,7,0,179060720
4,16,7,1,246281528
4,16,7,2,144591456
4,16,7,3,42906240
4,16,7,4,7308724
4,16,7,5,963256
4,16,7,6,96604
4,16,7,7,7056
4,16,7,8,608
4,16,7,9,0
4,16,7,10,0
4,16,7,11,0
4,16,7,12,0
4,16,7,13,0
4,16,7,14,0
4,16,7,15,0
4,16,7,16,0
4,16,7,17,0
4,16,7,18,0
4,16,7,19,0
4,16,7,20,0
4,16,7,21,0
4,16,7,22,0
4,16,7,23,0
4,16,7,24,0
4,16,7,25,0
4,16,7,26,0
4,16,7,27,0
4,16,7,28,0
4,16,7,29,0
4,16,7,30,0
4,16,7,31,0
4,16,7,32,0
4,16,7,33,0
4,16,7,34,0
4,16,7,35,0
4,16,7,36,0
4,16,7,37,0
4,16,7,38,0
4,16,7,39,0
4,16,7,40,0
4,16,7,41,0
4,16,7,42,0
4,16,7,43,0
4,16,7,44,0
4,16,7,45,0
4,16,7,46,0
4,16,7,47,0
4,16,7,48,0
4,16,7,49,0
4,16,7,50,0
4,16,7,51,0
4,16,7,52,0
4,16,7,53,0
4,16,7,54,0
4,16,7,55,0
4,16,7,56,0
4,16,7,57,0
4,16,7,58,0
4,16,7,59,0
4,16,7,60,0
4,16,7,61,0
4,16,7,62,0
4,16,7,63,0
4,16,7,64,0
4,16,7,65,0
4,16,7,66,0
4,16,7,67,0
4,16,7,68,0
4,16,7,69,0
4,16,7,70,0
4,16,7,71,0
4,16,7,72,0
4,16,7,73,0
4,16,7,74,0
4,16,7,75,0
4,16,7,76,0
4,16,7,77,0
4,16,7,78,0
4,16,7,79,0
4,16,7,80,0
4,16,7,81,0
4,16,7,82,0
4,16,7,83,0
4,16,7,84,0
4,16,7,85,0
4,16,7,86,0
4,16,7,87,0
4,16,7,88,0
4,16,7,89,0
4,16,7,90,0
4,16,7,91,0
4,16,7,92,0
4,16,7,93,0
4,16,7,94,0
4,16,7,95,0
4,16,7,96,0
4,16,7,97,0
4,16,7,98,0
4,16,7,99,0
4,16,7,100,0
4,16,7,101,0
4,16,7,102,0
4,16,7,103,0
4,16,7,104,0
4,16,7,105,0
4,16,7,106,0
4,16,7,107,0
4,16,7,108,0
4,16,8,0,821944583
4,16,8,1,1551415250
4,16,8,2,1291831502
4,16,8,3,576881514
4,16,8,4,151937993
4,16,8,5,27686454
4,16,8,6,3987444
4,16,8,7,431686
4,16,8,8,46096
4,16,8,9,2680
4,16,8,10,166
4,16,8,11,0
4,16,8,12,0
4,16,8,13,0
4,16,8,14,0
4,16,8,15,0
4,16,8,16,0
4,16,8,17,0
4,16,8,18,0
4,16,8,19,0
4,16,8,20,0
4,16,8,21,0
4,16,8,22,0
4,16,8,23,0
4,16,8,24,0
4,16,8,25,0
4,16,8,26,0
4,16,8,27,0
4,16,8,28,0
4,16,8,29,0
4,16,8,30,0
4,16,8,31,0
4,16,8,32,0
4,16,8,33,0
4,16,8,34,0
4,16,8,35,0
4,16,8,36,0
4,16,8,37,0
4,16,8,38,0
4,16,8,39,0
4,16,8,40,0
4,16,8,41,0
4,16,8,42,0
4,16,8,43,0
4,16,8,44,0
4,16,8,45,0
4,16,8,46,0
4,16,8,47,0
4,16,8,48,0
4,16,8,49,0
4,16,8,50,0
4,16,8,51,0
4,16,8,52,0
4,16,8,53,0
4,16,8,54,0
4,16,8,55,0
4,16,8,56,0
4,16,8,57,0
4,16,8,58,0
4,16,8,59,0
4,16,8,60,0
4,16,8,61,0
4,16,8,62,0
4,16,8,63,0
4,16,8,64,0
4,16,8,65,0
4,16,8,66,0
4,16,8,67,0
4,16,8,68,0
4,16,8,69,0
4,16,8,70,0
4,16,8,71,0
4,16,8,72,0
4,16,8,73,0
4,16,8,74,0
4,16,8,75,0
4,16,8,76,0
4,16,8,77,0
4,16,8,78,0
4,16,8,79,0
4,16,8,80,0
4,16,8,81,0
4,16,8,82,0
4,16,8,83,0
4,16,8,84,0
4,16,8,85,0
4,16,8,86,0
4,16,8,87,0
4,16,8,88,0
4,16,8,89,0
4,16,8,90,0
4,16,8,91,0
4,16,8,92,0
4,16,8,93,0
4,16,8,94,0
4,16,8,95,0
4,16,8,96,0
4,16,8,97,0
4,16,8,98,0
4,16,8,99,0
4,16,8,100,0
4,16,8,101,0
4,16,8,102,0
4,16,8,103,0
4,16,8,104,0
4,16,8,105,0
4,16,8,106,0
4,16,8,107,0
4,16,8,108,0
4,16,9,0,3059299760
4,16,9,1,7637667004
4,16,9,2,8628262292
4,16,9,3,5451395508
4,16,9,4,2098816592
4,16,9,5,541483700
4,16,9,6,105282516
4,16,9,7,16052556
4,16,9,8,2082772
4,16,9,9,223328
4,16,9,10,17032
4,16,9,11,1424
4,16,9,12,28
4,16,9,13,0
4,16,9,14,0
4,16,9,15,0
4,16,9,16,0
4,16,9,17,0
4,16,9,18,0
4,16,9,19,0
4,16,9,20,0
4,16,9,21,0
4,16,9,22,0
4,16,9,23,0
4,16,9,24,0
4,16,9,25,0
4,16,9,26,0
4,16,9,27,0
4,16,9,28,0
4,16,9,29,0
4,16,9,30,0
4,16,9,31,0
4,16,9,32,0
4,16,9,33,0
4,16,9,34,0
4,16,9,35,0
4,16,9,36,0
4,16,9,37,0
4,16,9,38,0
4,16,9,39,0
4,16,9,40,0
4,16,9,41,0
4,16,9,42,0
4,16,9,43,0
4,16,9,44,0
4,16,9,45,0
4,16,9,46,0
4,16,9,47,0
4,16,9,48,0
4,16,9,49,0
4,16,9,50,0
4,16,9,51,0
4,16,9,52,0
4,16,9,53,0
4,16,9,54,0
4,16,9,55,0
4,16,9,56,0
4,16,9,57,0
4,16,9,58,0
4,16,9,59,0
4,16,9,60,0
4,16,9,61,0
4,16,9,62,0
4,16,9,63,0
4,16,9,64,0
4,16,9,65,0
4,16,9,66,0
4,16,9,67,0
4,16,9,68,0
4,16,9,69,0
4,16,9,70,0
4,16,9,71,0
4,16,9,72,0
4,16,9,73,0
4,16,9,74,0
4,16,9,75,0
4,16,9,76,0
4,16,9,77,0
4,16,9,78,0
4,16,9,79,0
4,16,9,80,0
4,16,9,81,0
4,16,9,82,0
4,16,9,83,0
4,16,9,84,0
4,16,9,85,0
4,16,9,86,0
4,16,9,87,0
4,16,9,88,0
4,16,9,89,0
4,16,9,90,0
4,16,9,91,0
4,16,9,92,0
4,16,9,93,0
4,16,9,94,0
4,16,9,95,0
4,16,9,96,0
4,16,9,97,0
4,16,9,98,0
4,16,9,99,0
4,16,9,100,0
4,16,9,101,0
4,16,9,102,0
4,16,9,103,0
4,16,9,104,0
4,16,9,105,0
4,16,9,106,0
